direction_id,route_id,service_id,shape_id,trip_headsign,trip_id,trip_short_name
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305249,無料連絡バス249
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305250,無料連絡バス250
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305251,無料連絡バス251
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305252,無料連絡バス252
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305253,無料連絡バス253
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305254,無料連絡バス254
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305255,無料連絡バス255
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305256,無料連絡バス256
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305257,無料連絡バス257
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305258,無料連絡バス258
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305259,無料連絡バス259
